"label","text"
1," Trump Does Plenty of Bad That Should Be Investigated...The Problem Is, Congress Supports It All! Watch the whole show here: "
0," Here in Tucson, insurance CEO and mayoral campaign chair, Cody Ritchie gave $30,000 to help elect Trump. And thousands more to the GOP to beat progressive Democrats... "
2," Volunteers needed for poll watching and GOTV #VoteGreen2020 #Hawkins2020 "
1," Sidney Powell, Lin Wood attend 'Stop the Steal' Massive rally in Georgia (Dec "
1," Just arrived at the Barnes & Noble in downtown Manchester, NH. Beautiful day for a book signing! #gomitt"
0," While nearly 40 million Americans have filed for unemployment, the billionaire class is adding hundreds of billions of dollars to their wealth. If that doesn’t demonstrate our rigged economy I don’t know what does."
1," lolol. Go ahead, try. What the hell kind of argument do you have? You are so deceived, like the Democrats. Are you part of that disgraceful lot? Tell me. So utterly and disgraceful he deceived. What does this have to do with seminaries? Wake the hell up."
0," Coney Island beach. #Summer afternoon. 1940. #Photo by Weegee (Arthur Fellig)/International Center of Photography/Getty Images. #brooklyn "
0," Whoa! "
1," #ICYMI - , , , and others are investing more, expanding more, hiring more American workers, and giving bonuses, pay raises, and new benefits to their employees thanks to #TaxReform found in the #TaxCutsandJobsAct."
0," It’s important to impeach &amp; convict this president even if he has few days left in office. It will set a precedent. We must make it clear that no president can lead an insurrection against the U.S. government. What we do today will matter for the rest of this nation's history."
0," Biggest lie of the night folks. He is the biggest racist in the room."
3," I'm live streaming on . Come watch: "
1," Who else is glad they survived the March 4th Insurrection? 🤣😂💯 #DemInsurrectionHoax #KAG #MAGA2024 "
0," Over the course of Trump’s presidency, has worked tirelessly to protect Minnesota Muslims’ civil rights. Their work is more important than it’s ever been. "
0," Georgia Senate candidate Jon Ossoff (D-GA) turned the table on the Fox News reporter by using the network as his ad against his opponent David Perdue. "
0," . and I will come together at 2 pm ET to announce Democratic Members of the House Select Committee on the Coronavirus Crisis. "
0," France: 6,111 newly recorded #Covid19 cases in 24 hours. "
1," KENNEDY to KERRY: ‘My Car Doesn’t Run on Fairy Dust or Unicorn Urine, PUT DOWN THE BONG!’ "
2," Alas no Kicks this Friday due to the #ge2020 moratorium. Back on Valentines Friday ❤️"
3," #Libertarian #LPCO "
1," During my time as Mayor, I witnessed firsthand the importance of police officers in lowering crime rates and saving lives. Now, those same law enforcement officers are being shamelessly slandered by the liberal politicians who rely on their services for protection! "
0," Our neighbors making poverty wages don't want to hear about procedural excuses, especially when those same procedures were ignored for tax breaks for the rich. "
0," I appreciate your helpful suggestion. That would take 22 hours nonstop driving. Sounds like fun but not an option — I’ve got work to do."
2," well played."
1," the fact that you put all that together without me tweeting it, kinda says a lot"
0," Wonderful, when it's ready I will definitely be posting the link."
1," CRINGE: Andrew Cuomo Releases Music Video to Promote CoVID Vaccine Among Minority Communities "
1," I stand with ! Let’s bring our troops home! Time to leave the endless wars in the Middle East."
0," . is Chairman of the House Judiciary Committee – and previously served 13 years as the top Democrat on the Judiciary Subcommittee on the Constitution, Civil Rights, and Civil Liberties. #DefendOurDemocracy "
1," Media: to : ""The problem is a radicalized #Congress, people bringing guns in, a radicalized party inciting violence. Put fences up, but what does that say about the #US? To quote Frank Zappa [on the PMRC], security is solving dandruff by decapitation.” "
3," I just uploaded “JRE #1256 - David Lee Roth” to #Vimeo: "
1," As we gather with family today, we celebrate our independence and the many who have fought to keep us free "
0," No applause here but Mitch now has his one-term president."
0," Future generations are counting on us to get this right in 6 days. Don’t let them down. "
0," This is sick. We need to unite against this baseless attempt to dismantle our democracy. "
2," Justice secretary defends Matt Hancock over breach of Covid contract law. He admits the government often acts unlawfully but claims the important thing is that it learns from court rulings against it. Oh, so that makes law breaking OK? "
1," Media: #Florida: ""Hillsborough County Web site crashes on first day of #coronavirus #vaccine registration. Within minutes of going live on Monday morning ... apparently due to the high volume of traffic."" "
1," Our truck/delivery drivers, grocery/food workers, those caring for our loved ones &amp; keeping us safe, these folks are on the front line of #COVID19 working for us. I say we give these essential workers a tax holiday. They're doing so much for us, it's the least we can do for them."
1," For as weak as he has been; this did take stones for him to say ‘NO’ and even talk about reforming the Police Unions. "
1," We can acknowledge and address racial inequalities without excusing Antifa and other violent mobs and ignoring the Americans being victimized by them. "
0," Patients need ventilators. Nurses need equipment. And Donald Trump is attacking people who dare to do something about it. I thank God every day for people like , who are doing the work he won’t. "
2," Why do you follow me?"
1," When you are a law enforcement officer you are to uphold the #Constitution. I know of a few others that say they will never enforce this ridiculous intrusion upon our Liberties by a bunch of #Socialists. Hope his supporters remember to be vocal. #IA01 #KAG2020 "
0," Listen 👀🤣"
0," I'm cautiously optimistic that with these changes we can make progress to defeat this virus. But we have to keep their feet to the fire. Otherwise, if we allow the status quo to continue, there will be more unnecessary sickness and death. "
3," How many people over your life did you give the flu to and kill Steven? How do you live with the guilt knowing you survived when others didn't. "
0," Putin has cancelled the annual #9May #VictoryDay parades across #Russia - which this year would have marked the 75th anniversary of the ultra-patriotic milestone. He insists every #Russian family will still celebrate, at home, on May 9. (in Russian) "
0," When you are posing for a cute #NationalPetDay photo &amp; your little sister photobombs you... "
2," Government show trial ends in hung jury "
2," Trahern Crews is an activist with Black Lives Matter of Minnesota who has been a champion racial justice issues since 2013. #BlackLivesMatter "
0," Hopeless. They’re absolutely hopeless. "
0," The #HeroesAct is based on a simple premise: that it’s not enough just to expand testing, tracing and treatment. We must ensure all Americans have access. #FamiliesFirst "
0," #Trump campaign files lawsuit to stop the vote count in #Georgia."
1," LIVE interview with Jesse Romero! "
1," Media: to says that 's new reporting on #Trump's calls into the #Capitol under siege ""speak to the president's mindset that afternoon,"" making it clear that #DonaldTrump was aware of what was going on and not sending help as requested. "
3," We believe in maintaining a military that can defend us well if we are attacked and we believe part of that is ensuring that our troops are not so war-weary as they have been in recent years."
1," Today, I put the Senate on record in regard to arming radicals in the Middle East. Why do so many of my colleagues continue to support arming those who hate us? Great write-up by . "
1," TONIGHT - #GrabYourWallet wants a boycott of #llbean after donated $ to a Pro- PAC. Linda Bean is here -TCT"
2," 4/ The following day on April 21st, law enforcement continued as usual when three more people were executed: Andrew Brown in North Carolina, Phet Gouvongvong in Massachusetts, and a third who is referred to only as ""male in California"" in the official report. According"
1," On June 16, 2015, I was subjected to misguided wrath--including from those on our side--when I told you that was exactly the leader we needed--and that he would win. He was. He is. And (sorry Romney, Kristol, Lowry, Walsh, Rubin) he decimated #Hillary 304-227."
1," Blessed are all who fear the LORD,and who walk in his ways. What your hands provide you will enjoy; you will be blessed and prosper Psalms 128:1-2"
1," What's Coronavirus' Greatest Threat? What's The Most Important Investment? - today on the Liberty Report: "
1," After all that....,"
0," I just finished watching it!! Seriously cray 🤣"
1," Even before #COVID19, I have been working to increase broadband across our state, but this pandemic has further highlighted the need for internet access. Last week, announced an important ReConnect Grant to increase broadband access in Iowa "
0," Back in the day I used to produce this podcast called Beyond the Lights with some folks named and . There were ok to work with. 🤣😜 Naw seriously Maria and Marcus became my bro and sis and today I'm sending the HAPPIEST OF BDAY WISHES TO YOU, MARCUS! 🎂"
1," This is the problem we should be focused on at every level and from every angle ASAP. Preventing severe regional outbreaks resulting in areas running out of hospital beds &amp; ventilators for those critically ill from #COVID19 "
2," One of these days they will get how the #Democrats never deliver."
0," This is a time of great national crisis and Mitch McConnell has got to understand the realities facing working people right now. "
3," And, for what is worth, people are correct. Saying she worked for Cuomo will get you blocked. I mean it’s ridiculous."
3," Houston! The chimp and the pony have landed. Tonight is sold out. We’ll see you freaks soon. "
2," We do red roses 24/7 not just for Valentine's Day. Sunflowers, too. "
3," In 2018, just under 3% of all federal sentences were the outcome of a jury trial. An overwhelming amount were the consequence of plea deals. "
1," Have a great night...thanks for watching! See you all tomorrow #Tucker "
0," National Support Grows To Give North Dakota’s Statehood To D.C. "
0," It’s snowing! Yep, this island girl still gets excited for the snow. Be safe out there! "
2," Your daily reminder that Joe Biden isn't just not helping solve the many problems in politics, in many ways, he's responsible for them. "
0," Dr. Martin Luther King, Jr. understood that racial justice was not attainable without economic justice—and that fight was about equity, dignity, and a brighter future for all of our children. As we celebrate his birth on this day in 1929, it’s on us to carry out his work."
0," There should still be accountability, can President Biden enact a more up to date version of the FCC?"
3," Today I learned that if you have a helicopter and a license to fly you can just go wherever the fuck you want. Thanks to for an fucking awesome time flying over LA! "
1," TRUMP ATTORNEY: The Former President Has Repeatedly ‘Condemned the Violence’ at the US Capitol "
2," We all know why Tory MPs want to scrap Covid rules fast: to revive the profits of their business cronies. For them, it's all about making money. They don't care that a premature lifting could cause huge death toll (warn scientists). No profit before people "
0," I remember helping President Carter with his campaign back when I was a first-term Senator. I'm deeply honored to have his support today. Thank you, Mr. President. #DemConvention "
2," Superb yet chilling analysis by who has been very clear, concise and who's objectivity in raising awkward questions really stands out in this crisis to date. #Covid19Ireland "
1," Schiff is in no position to sit in judgement. His lying is almost daily. His performance a disgrace. You really can’t expect anyone to cooperate with his Committee with such a dishonest, rabid partisan as Chairman. There is not even a pretense of fairness."
0," We must demilitarize police departments."
1," Uh oh... Clark Atlanta, Morehouse, Spelman requiring COVID-19 vaccinations for fall semester "
3," One more great video from flying around in downtown LA yesterday with "
3," Was super fun tbh haha"
1," .: I am waiting for to initiate his jobs program that will help everyone #Tucker "
0," Lindsey’s willingness to whore himself to hold political power is his one consistent political trait, and as we saw with his re-election last November, it’s worked well for him. Despite his cringe-worthiness, he might just ride his MAGA prostitution all the way in 2024."
0," Tonight- Non-partisan event-(I know. What’s that?) Ever wonder what goes into Debate Prep for Presidential candidates? Want the inside scoop? Join tonight for a fun &amp; insightful discussion this evening. 7pm EST- Register here: #Debates2020"
0," I’ve been friends with since we were elected to Congress back in 2012 &amp; I’m grateful for the passion he brought to the race. I know he will continue to serve our country in meaningful &amp; positive ways as we work together to restore hope in our future. #ALOHA "
3," ""I personally would never date..."" Come on. She's dead. To say ""tragic"" and then follow up with that, I mean really."
0," #DHS Secy says #FLOTUS “has driven us to action” on “this moral imperative” to reunite separated families either in US or their country of origin."
0," 😂😂😂"
3," What is the real alternative to a largely unregulated market of anxiety product producers and anxiety product consumers? "
2," Hang out with us this evening at the Center For Critical Thought and dish on the REAL #GreenNewDeal, #EcoSocialism, #MultiPartyDemocracy and more! #GreenEnter2020 "
1," CA Democrat Swalwell Says Relationship With Chinese Spy ‘Classified’ "
0," Easy. $0. For my entire career, I've only had one client: The People. "
1," Media: says that its lockdown of 's account will continue past the currently invoked 12-hour lockdown ""if violations continue, and it will not be unlocked unless #Trump deletes the three offending tweets."" "
3," Have you taken the world’s smallest political quiz? What’re you waiting for!? It’s a fast fun way to see where you stand politically. Tweet your results to me! #SharpeWay #LarrySharpe #libertarian #political #theadvocates #quiz #progressive #conservative"
1," Le Cirque founder Sirio Maccioni dead at 88. Sirio was a good friend of mine and a great New Yorker. "
3," Almost half the prison population is incarcerated for non-violent drug crimes. While CO has taken steps in the right direction with the legalization of Marijuana, we still have a ways to go."
0," , I don't know Sidney Powell but apparently she's coming for you. "
0," Now, it's time to vote. Make your plan today. #NationalBlackVoterDay "
3," Thank you for taking your time and making such an effort just to give me your opinion. Have a great day!"
1," GOOD QUESTION: Psaki Grilled on Teachers Giving In-Person Instruction to Migrants But Not US Students "
0," ALLLLLLL OF THIS!!!! "
1," Are Democrats going to risk their own re-election to save the healthcare bill?"
3," This makes a very good point. Why do you think many people still don’t understand that? #LarrySharpe #libertarian #liberty #government "
1," He hasn’t and I don’t think he will."
1," Media: on ""a standard of inoffensive perfection"" that's ""impossible to meet. No one wins in the purity wars. Almost everyone agrees we should strive for a more just, equal society. But these office battles zap energy away from the real struggle."" "
0," ""This administration will not go to a lockdown."" Lockdowns cost lives...can not be worst than the problem itself...drugs alcohol...depression, loss of jobs..."" -#Trump"
0," Here #GOP Is your proof that trump is unhinged and a real threat to our country. Do something before you destroy you Party and this nation! #XXVNOW"
0," Protesters in defense of Black lives have repeatedly been brutalized by police and criminalized by our legal system. We saw it protesting for George Floyd and Breonna Taylor this summer. We saw it protesting for Mike Brown Jr. We need answers, justice, and accountability. "
1," Trump meets with McCarthy to plan 2022 takeover "
0," At this challenging time, our nation needs real leadership. The President’s continued fanning of the flames of discord, bigotry and violence is cowardly, weak and dangerous. Read my full statement with : "
0," This is another clear warning sign that more needs to be done to keep as many people on payroll as possible. Fast, bold action to bolster American workers now will save more pain later. Congress must get to work immediately on the next package. We can't afford to waste time. "
0," Can you believe this? How far have we fallen? "
3," which proves my point Places like Puerto Rico would be natural transhipment hubs. Instead trade goes to non-US ports #ShootMyFootAgain"
1," Good morning "
0," Un número récord de latinos son elegibles para votar en esta elección, así que ve a votar para lograr que tu voz se escuche. No dejes que los demás decidan por ti. "
1," . : The military is no place for political correctness. #Tucker "
1," explanation of the usefulness of complementary hospitals in more densely populated areas should be utilized where we can get hospitals to work with each other. For example, one hospital can be expert on heart, the other on orthopedics."
3," Pre-sale password for tomorrow is ROGAN"
2," Also, check out the election fraud that happened in the PA-197 election with Our Revolution-endorsed : "
3," No. It means the founders understood things would need to change and provided a process for the legislative branch to change the law. That isn't fluid, its amendable."
1," **45 Years Ago Today** "
0," When members of Congress fight to set the minimum wage below a living wage, they are playing a role in creating and preserving poverty in the United States. The $15/hr proposal with multi-year phase in is already a deep compromise. $10 an hour is legislated poverty. "
1," TEXAS: We need back in Congress. Pitch in $5 or more now to ensure his campaign has the resources to WIN: "
0," I don’t know about y’all,but I find it insulting that I’m referred to as a “Z”by a white man who claims to be a “progressive dem”! If you were confused by it,he’s referring to my Mexican last name. Where are all my dems who constantly call out #racist? The audacity &amp; #privilege"
2," Muslims unjustly targeted under Indian state's 'love jihad' law. Hindu conspiracy theory prompts crackdown on interfaith marriages, with #Muslim husbands accused of pressuring #Hindu brides to convert. It can happen but often there's no pressure involved "
1," Yes “incident” because Things still appear to be happening and more info is coming in, and no one, including myself is 100% certain what exactly happened. That’s how good journalism works. Not all these cowardly “I’m white and I say so” narratives being tossed around"
0," Just in case you believe is salvageable,. was booed and generally disrespected at the Utah party convention Saturday. Why? Because he chose truth, integrity and COUNTRY over sedition and lies. #Independent"
0," Did I? A whole mess! And they had the nerve to pin it! I’m floored at the level of ignorance 🤦🏾‍♀️🤦🏾‍♀️🤦🏾‍♀️"
3," ""For capitalism to sustain itself, corporations need us to always be buying whatever it is they sell. They thus work to make consumerism central to our culture, and even to our very sense of ourselves."" "
0," New York ⁦⁩ GM Jared Porter fired for sending explicit texts, images to reporter "
0," Say NO to the costly interventionist wars that have cost us trillions of dollars. We must reinvest those trillions of dollars in the needs of the American people. #Tulsi2020 #TulsiGabbard #TulsiforPresident #StephenColbert #CBS #SayNoToWars #LSSC "
3," We're right behind you, friend. Congrats on your accomplishment! "
1," Join Fr. Frank Tonight at 9pm for the ProLife stations of the Cross "
2," Good Morning #wishingyou #surrender #love ❤️ "
1," Don’t be surprised the Democrat Party is now overwhelmed by hatred over their responsibilities to the people of the US. "
0," All people deserve clean air, clean water, &amp; the promise of a bright future. My OFF Act will end our addiction to fossil fuels &amp; transition the country to a 100% clean energy economy—laying a just and economic pathway toward a cleaner, more secure future for all. Happy #EarthDay"
1," More Interference: U.S.-backed Coup Underway in Venezuela "
1," If the number of individuals involved in something does not prove it to be correct, then why is Bill Cosby in prison?"
1," Stealing isn’t winning. And pretty soon, even foreign leaders will call your bluff."
0," Love the cover and great column. Thanks for highlighting an issue many of us struggle with. "
1," .: #BLM says they are for the First Amendment but they want to quasi censor my rights #Tucker "
0," When Republicans had control, they pushed through nearly $2 trillion in tax cuts for the wealthy and big corporations. We have the majority now, and we are going to use it to pass real relief for the working people of this country. "
3," NO 👏 VICTIM 👏 NO 👏 CRIME 👏"
3," This is the same company that made the gi I’m wearing in my post with jeanjacquesmachado and . Super high quality hemp gear and clothing from a company run by very cool… "
0," Time to make some money moves ✨ "
0," No - we think it’s wrong that our backend strategy (grassroots, relational organizing plus sophisticated digital) was ignored, not that they should have adopted our messaging."
1," Global Taxes – Global Stagnation "
1," Strong. "
1," Up next me live on #OneVoteAway. #TedCruz"
0," Patience."
2," In 2005, endorsed Boycott, Divestment &amp; Sanction 🇵🇸 #BDS. Here's &amp; in 2005. #ThursdayThoughts "
2," The double-down on oil &amp; gas investments is a ticket to nowhere. Whole regions remain hostage to global markets that we don't control. That's reckless. If public money goes to the oil &amp; gas sector, it better be oil &amp; gas workers like my brother that feel the benefit. #cdnpoli "
1," Who is the highest-paid employee in the federal government? "
3," Yup there are tradeoffs, incomplete info, different risk tolerances. Why I think parents should have some leeway to decide, as you did. In Sweden tradeoff they're making is let the children go to school b/c feel educational damage a bigger risk "
0," Hey, Zaya! We are all so proud of you. Your strength, intelligence, and conscientious worldview is impressive - thank you for being you!"
1," If the left wing #democrat version of #democracy isn’t #mobrule, what is it?"
0," I can’t believe I have to fight to get back into Silver again 🤦🏽‍♀️"
3," Great news! Polis’ plan to ask voters for a huge nicotine tax is officially dead! 🙌 (FL) #copolitics #cogov #coleg "
1," Breaking today: Voter Fraud in Nevada Hearing and Testimony! "
3," To spread the message of liberty to as many people as possible! (FL) 🖤💛 #ReasonsYouStayOnTwitter #copolitics #Liberty"
2," Come learn about the Real Green New Deal - The event will explore the various GND proposals and how to fund it. Join us in Saturday, March 9 at 2 in Albany 161 Washington Avenue; 2nd Floor "
1," .: If the system is working is still in jeopardy. The Obama Justice Dept was protecting her #Tucker "
2," Yes ! Resistance starts tomorrow! #LetsBuildGP! Lets #ShowUpGreen!"
1," This new bill strengthens some of the most important parts of the CARES Act, especially the popular Paycheck Protection Program which is saving millions of American jobs as we speak. And Republicans successfully kept extraneous issues out of the bill. It’s a win for the country."
1," Unfortunately, just a preview of things to come. The Establishment knows how to use absolute power and it will not be for the benefit of the citizens of America. It will be for themselves. Hang on America. #KAG via "
3," ""Every politician complains about “special interest groups” and their baleful influence when it explains opposition to their proposals. But they seem to rely on this activity as well – they just don’t call it that."" "
2," We agree with former #GreenPartyUS VP candidate ! “If we build a society based on honoring the earth, we build a society which is sustainable, and has the capacity to support all life forms.” #WeAreGreen #GreenNewDeal"
0," . fails to mention that the US is part of this “Saudi-led coalition” and has the blood of these children on its hands. What will it take for US to end their blind allegiance to Saudi Arabia and end support for their heinous actions? "
0," You can't reform this. "
0," LOVE THIS SO MUCH"
3," #ArticlesOfImpeachment have been filed by the US House of Representatives, accusing the President of abuse of power and obstruction of Congress. This is a true test of the framework of our country's checks and balances - and of the function and duties of the Oval Office."
2," Thank you, ! Just sent you a DM — we'd love to talk. "
0," burned 627 calories doing 49 minutes of Walking #myfitnesspal #myfitnesspal"
1," Even if you didn’t know about ’s nearly half century of corruption; would you ever take this seriously from someone with a profile picture like that? That mask outside his taxpayer funded villa, just screams corruption! #ObamaBidenGate #SleepyJoe 🇺🇸 #IA01 #CPOI #KAG2020 "
1," In America we often take our right to freely worship for granted. Thank you for taking this step to protect people of all faiths around the world from persecution. "
1," .: There is a ""deep state"" that does not support and they should be removed from the gov't #Tucker "
3," First team all American freshman"
1," While this Thanksgiving might look a little different, let’s not forget to be grateful for the freedoms we have in this great country. May God bless all Iowans — including those serving overseas and those caring for strangers during this pandemic. "
0," The gun violence epidemic forces families across America to endure unfathomable pain. 's actions today will save lives: stopping the spread of ‘ghost guns,’ helping ensure that dangerous people can't access firearms &amp; leading an initiative to reduce community violence."
0," Congratulations to you, Rachael, and Carl! Willow is so lucky."
0," Those who fear justice will continue to use fear and misinformation to smear us. They did it during Jim Crow. They did it in the Civil Rights movement. Our job as Democrats is to have an affirmative values-based message that combats that."
1," Always remember this image when talks about how awful is. "
1," Our #MAGA movement builds on the '09 founding of America's #TeaParty movement and addresses the ignored plight of America's working poor and middle class. My February 14, 2017 lecture at , ""The Roar of the Forgotten Man and Woman,"" describes it: "
0," ⁦.⁩ conferred with top military leader about ensuring Trump doesn’t launch a nuclear … "
0," “The only way they can take this election away from us is if this is a rigged election.” —Donald #Trump, speaking at last week’s Republican national convention"
2," By ""rigid orthodoxy"" you mean wanting people to have healthcare? "
2," These sports are obviously violent – it’s easy to see the harm being done."
0," ⬇️ #HappyHolidays-Re: Your #Covid super-spreader parties- 1.Who’s paying for them? 2.Who’s paying for the care of people in communities when these attendees go home, expose them &amp; get them sick? 3.Who’s going to help the hospitals/Drs/RNs when there’s a surge in cases? "
2," Biden didn't ""inherit"" kids in cages. He and Obama built the cages. "
3," it'd be nice if you answered the question. do you think would have won?"
1," Senate Democrats are threatening to blow up the filibuster if they gain power and ram far-left policies through the Senate. But they just used the filibuster last week to block COVID relief. They used it this summer to kill ’s police reform bill. Total hypocrisy."
0," Local businesses make our communities great. Yet too many are struggling to stay open. Today I introduced the Saving Our Street Act with to set up a fund to get money in the hands of micro-businesses who need it most. "
3," I really question the value of debates. Is there ever thoughtful discussion in debates?"
3," Love when I've got the gym to myself. Crank the music up and rock out. Clang and bang. "
1," So the authorities still don’t know where Kyle Rittenhouse is? So we have a suspected white supremacist killer out on the loose now? Charged with murder, Kyle Rittenhouse disappears after ill-advised bail release "
1," BUSTED! California School Board Caught MOCKING PARENTS Trying to Send Their Kids Back to Class "
0," The Democratic Party wins when it organizes. Organizing brought us the New Deal Era &amp; the Civil Rights Movement. Listen to the voice of the people &amp; uplift the organizers fighting for Black lives across the country. It's both the right thing to do &amp; the winning way."
0," Over half a million dead at the hands of COVID-19. While we are silent for the perished, we cannot stay silent on the injustices that this virus has brought to the forefront. We must right these massive wrongs and never be silent again in a time of a national crisis. "
0," Gwen Ifill was the first Black woman to moderate a vice-presidential debate, a leader on PBS’ Washington Week in Review, and a trailblazer in journalism. She deserves to be honored this month and every month. #BlackHistoryMonth "
0," “It may seem strange to link changes in our design to the quality of the conversation we are having today. Terms like “Op-Ed” are, by their nature, clubby newspaper jargon; we are striving to be far more inclusive in explaining how and why we do our work.” "
1," Gov of Guam: We encourage everyone to live their lives like they normally would. But we are working on contingency plans #Tucker "
1," How would a Biden “reality czar” or “truth commission” deal w the famous “mystery clause” in Planned Parenthood v Casey, “At the heart of liberty is the right to define one’s own concept of existence, of meaning, of the universe, and of the mystery of human life”?? #MAGA"
0," Flashback: 4/17/2020 #Trump exhorts followers to ""Liberate Michigan."" "
1," It’s called #PaycheckProtectionPlan for a reason. It’s designed to keep workers on payroll. We created specific text to include hotels because you told us that’s what you wanted to do with money. But now some want to go back on that? "
1," Let's be clear about the #Soleimani killing: ""Iran today is weaker than it was a week ago, and the U.S. and its interests are safer and better protected,"" I said Friday night (beginning at 0:23): #IranianProtesters #SoleimaniKilled #IranianProtests"
3," Just posted a photo "
2," The UN expert on torture also visited him at Belmarsh and said that Julian exhibits the effects of prolonged psychological torture."
0," Tonight, I'll officially accept the nomination to be President of the United States of America. Before my speech, join us for a Grassroots Fest featuring James Taylor and Doug Emhoff. Chip in now to reserve your spot: "
1," Every life is equal. But not every attack on life is equal. And not every life is equally capable of defending itself. We start with ""#unborn children, the most defenseless and innocent among us."" (Pope Francis, EG 213) #Election2020 #LeadRight #MAGA2020LandslideVictory"
1," Never before seen images, published after Maxwell’s latest court appearance 👇"
3," We’re here to offer Americans a better option, from the top of the ballot to the bottom of the ballot, from the smallest of local offices to the president of the United States. It’s that dedication that has made us America’s fastest-growing political party."
3," I have a few female LEO friends one of which is 110 pounds, there is no way she could subdue a man my size without a choke. I don't want to take that option away from her either. I think it's misapplied due to training deficiencies. I think LEO need advanced jiu-jitsu training."
0," We felt your presence and your support in spirit. Thanks for all you do!"
0," Watch now as I join on ABC to talk about this week’s news and the work House Democrats have done #ForThePeople. "
1," THIS IS REAL: CNN Claims CoVID ‘Partially to Blame’ for ‘Deadliest Avalanche Season in Years’ "
1," The Speaker &amp; Democratic Leader say not another dime for testing, treatments, or vaccines unless they get a huge tax cut for blue-state millionaires. Taking our health system hostage over longtime, non-COVID-related, liberal demands. This is a crisis. Let's govern like it."
1," The bulk of the Democrats’ budget-busting COVID bill is devoted to fulfilling a wish list of long-time liberal priorities, including billion-dollar bailouts, progressive program expansions, and pricey partisan pet projects. "
1," The Democrats are about to milk this performative protesting as the new Edmund Pettis Bridge hustle.... And these images are going to be used to tell Black people to vote (without getting tangibles), because ""peOpLes foUghT fo yO riGhT to VotE"" 🤦🏿‍♂️ "
3," We get it, you don't have anything to add except dumb straw man arguments. 🙄 We've repeatedly stated that we disagree with homophobic rhetoric. However we do agree with a recall for a rep. who voted against the wishes of her constituents. Find a better argument. #cogov"
0," Maybe it’s just me, but I am of the belief that millions of people who really need help and not getting it is a MUCH more serious problem than the possibility that some people making less than $100k get a check others think they don’t “need”"
1," During the pandemic, our nation continues to meet new American heroes &amp; draw inspiration from their stories. Today I introduced the country to another incredible Kentuckian: A 30-year veteran nurse who contracted the virus, beat it, &amp; then went back to caring for patients. "
0," . wants all negative ads against stopped. So the entire establishment attacked and now they want him to just go into midnight peacefully. I hope he continues the fight. #Bernie2020"
3," Dr. Jorgensen and Mr. Cohen are our flagship in that effort. They bring a sensible approach to policies that lead to prosperity. They offer respect towards American individuality and civil liberties that provide the foundation for our success as a nation. "
2," Another day mainstreeting in the streets of #TorontoCentre with a team of amazing volunteers! Wonderful to see people’s excitement when they see us. Seems like there’s a buzz around town... Only a few more days left before Election Day this coming Monday! #cdnpoli #TorCen "
1," Gratitude makes sense of our past, brings peace for today and creates a vision for tomorrow.” – Melody Beattie Happy Thanksgiving, everyone! 🍂♥️🍂🦃🍂🥧🍂🙏🏻🍂🍽🍂"
3," Today was a heavy one. I did a seriously intense podcast with dubin.josh and of . We talked about some unbelievably heartbreaking and infuriating cases of innocent people jailed and… "
1," Media: The 14-line 'Jubilate' in C, sung just now at the funeral of #PrincePhilip at St. George's Chapel is by Benjamin Britten, commissioned by the Duke of Edinburgh for the chapel in 1961. James Vivian is conducting the quartet of singers. Luke Bond is the organist. "
3," Thank you!"
2," RESISTANCE continues in #Belarus! Inspirational! Solidarity! Freedom has been long delayed but it cannot be denied! "
0," Very good point!!! Either way, some ppl think it makes you completely immune from catching it and I’m like, that’s not how this works"
1," you mean those dudes who are most likely non-FBA? What do they have to do with me?"
3," In California, Kate O’Brien has been reelected to the Rancho Simi Recreation and Park District Board! "
1," Mainstream Media Is Suffering A Crisis of Credibility "
3," #CatoBracketChallenge Matchup 4 Nozick vs. Wittgenstein "
1," Today we discuss leadership on a special edition of Common Sense. Join me at "
2," He really thinks we’re idiots.#BoycottTrumpPressConferences "
0," The French department with the highest rate of Covid19 infections - and a high proportion of young people and immigrants) - #SeineSaintDenis, is struggling with vaccines. Only 8% of its pop. have gotten at least one jab v. 11.5% nationally, according to #CovidTracker."
3," all we need is the Oregon Highway Department "
0," Please join me live at the U.S. Capitol for a moment of silence for the 500,000 lives lost to the COVID-19 virus. "
1," This is one of my tweets about the Oath Keepers from 2015. Them being affiliated with law enforcement is not a secret. These police agencies around the country are completely polluted with white supremacists. Thats why all these racial state sanctioned killings keep happening "
0," Thank you!!!!"
1," The country is much less united than it used to be bc of immigration. What's the common thing that binds us together? #Tucker "
0," Dear social media activist, please stop using the systemic racism and unjust actions against POC in our communities to spew your #antisemitic hate and disgust of #Jews and #Israel. Being pro #BLM or #Progressive does not give you a pass for being a bigot. We see you."
1," I am sure you father would love to ""bicker"" with you right now."
1," Media: to re: Sidney Powell on ""'s defamation case: ""Keep it in mind when you hear the Big Lie repeated by #DonaldTrump or . #Trump's own attorney at one point, Sidney Powell, has given it up: 'Nobody should believe it.'"" "
0," #COVID19 is real. Please WEAR A MASK! It’s not a political statement either way, it’s about saving lives. "
0," Happy Holidaaaayz y’all 👩🏽‍🤝‍👨🏼❤️ P.s he still likes me even when my hair looks a mess 😅 "
2," Koala Rescue Queensland "
0," From trying to tear down protections for people with pre-existing conditions to the health care sabotage that is driving up families’ premiums, President Trump is waging an all-out assault on Americans’ health care. #SOTU Learn more: "
